Evidence,Property,Source,Genome Name,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliA,RNA polymerase sigma factor for flagellar operon,,,,96,100,100,1.00E-132
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,phzF1,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase (EC 5.3.3.17)",,,,100,100,100,1.00E-161
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,hsiJ1,T6SS component TssK (ImpJ/VasE),,"Secretion system,Type VI secretion system",,100,100,100,1.00E-258
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,phoP,Transcriptional regulatory protein PhoP,,"efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene modulating antibiotic efflux,polymyxin resistance gene",,100,100,100,1.00E-126
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,popD,Type III secretion host injection and negative regulator protein (YopD),,"Secretion system,Type III secretion system",,100,100,100,1.00E-159
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas fluorescens,,"Various polyols ABC transporter, ATP-binding protein",the atp-binding cassette (abc) superfamily.,3.A.1.1.49,,80,79,80,1.00E-132
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pcr2,Type III secretion chaperone SycN,,"Secretion system,Type III secretion system",,100,100,99,2.00E-65
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,rpoB,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),antibiotic target in susceptible species,3050121;15047531;16723576,,,,
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexHI-OpmD,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system",efflux pump conferring antibiotic resistance,12177331,,,,
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),estA,Phospholipase/lecithinase/hemolysin,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,Drug target,,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,hsiH1,T6SS component TssG (ImpH/VasB),,"Secretion system,Type VI secretion system",,100,100,100,1.00E-211
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdM,"Putative dipeptidase, pyoverdin biosynthesis PvdM",,,,92,92,97,1.00E-239
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pchE,"Dihydroaeruginoate synthetase PchE, non-ribosomal peptide synthetase modules @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"Iron uptake,Siderophore",,100,100,99,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Multidrug efflux system, membrane fusion component => MexA of MexAB-OprM",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.6,10187844;10984043;15253424;7968531;8226684;8540696;9603892;9989496,100,100,100,1.00E-213
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Arginine/ornithine antiporter ArcD,the amino acid-polyamine-organocation (apc) family.,2.A.3.2.3,10984043;1311296;2158926,100,100,100,1.00E-277
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,GdpD,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),protein altering cell wall charge conferring antibiotic resistance,21899450,,,,
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,EmrAB-TolC,"Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)",efflux pump conferring antibiotic resistance,1409590,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas putida,,Alkanesulfonate ABC transporter permease protein SsuC,the atp-binding cassette (abc) superfamily.,3.A.1.17.2,10361295;10781557;12835925,93,94,89,1.00E-126
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)",the atp-binding cassette (abc) superfamily.,3.A.1.3.22,,100,100,100,1.00E-140
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,PDC-5,Class C beta-lactamase (EC 3.5.2.6) => PDC family,,"antibiotic inactivation enzyme,beta-lactam resistance gene",,100,100,100,1.00E-234
BLAT,Drug Target,TTD,Pseudomonas aeruginosa ,,,"Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD",,,,100,100,100,6.00E-90
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pscK,Type III secretion cytoplasmic protein (YscK),,"Secretion system,Type III secretion system",,80,81,100,2.00E-96
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa MH38,,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)",the atp-binding cassette (abc) superfamily.,3.A.1.5.39,,100,100,100,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,chpE,probable chemotaxis protein,,"Adherence,Twitching motility",,100,100,99,1.00E-114
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccK2/OpdF,"Outer membrane low permeability porin, OprD family => OccK2/OpdF","Outer membrane low permeability porin, OprD family => OccK2/OpdF",protein modulating permeability to antibiotic,22272184,,,,
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,FabG,"3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35), FabG4","3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35), FabG4",antibiotic target replacement protein,24100560;21081168,,,,
BLAT,Antibiotic Resistance,NDARO,Pseudomonas aeruginosa ,Pseudomonas,,"Class D beta-lactamase (EC 3.5.2.6) => OXA-50 family, oxacillin-hydrolyzing",MULTISPECIES: OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-494,,,100,100,100,1.00E-153
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MdtABC-OMF,Outer membrane factor (OMF) lipoprotein associated wth MdtABC efflux system,Outer membrane factor (OMF) lipoprotein associated wth MdtABC efflux system,efflux pump conferring antibiotic resistance,,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,phzG1,Pyridoxamine 5'-phosphate oxidase PhzG (EC 1.4.3.5),,,,100,99,100,1.00E-124
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,phzG,Pyridoxamine 5'-phosphate oxidase PhzG (EC 1.4.3.5),Riboflavin Monophosphate,Drug target,,100,99,100,1.00E-124
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,kasA,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",antibiotic target in susceptible species,10428945,,,,
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,phoQ,Sensor histidine kinase PhoQ (EC 2.7.13.3),,"efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene modulating antibiotic efflux,polymyxin resistance gene",,100,100,100,1.00E-256
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,PA5437,"Transcriptional regulator PA5437, LysR family",,,14641575,100,98,100,1.00E-173
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,xcpP,General secretion pathway protein C,,"Secretion system,Type II secretion system",,92,99,100,1.00E-119
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa UCBPP-PA14 ,PA14_03530,Transcriptional regulator,,,18591226,100,100,99,1.00E-177
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,Methionine ABC transporter permease protein,the atp-binding cassette (abc) superfamily.,3.A.1.24.5,,100,100,100,1.00E-121
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,hypothetical protein,Coenzyme A,Drug target,,96,100,100,1.00E-105
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)",the atp-binding cassette (abc) superfamily.,3.A.1.3.23,,100,100,100,1.00E-142
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),opdK,"Outer membrane low permeability porin, OprD family => OccK1/OpdK benzoate/histidine, carbenicillin and cefoxitin uptake",(Hydroxyethyloxy)Tri(Ethyloxy)Octane,Drug target,,100,100,100,1.00E-249
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pchG,"Pyochelin biosynthetic protein PchG, oxidoreductase (NAD-binding) @ Thiazolinyl imide reductase in siderophore biosynthesis gene cluster",,"Iron uptake,Siderophore",,100,100,99,1.00E-199
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,toxA,hypothetical protein,,,19380469,100,100,99,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas putida,,Alkanesulfonate ABC transporter substrate-binding protein SsuA,the atp-binding cassette (abc) superfamily.,3.A.1.17.2,10361295;10781557;12835925,90,90,85,1.00E-142
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Yersinia enterocolitica,,"Type III secretion inner membrane protein (YscS,homologous to flagellar export components)",the type iii (virulence-related) secretory pathway (iiisp) family.,3.A.6.1.1,11402007;14527656;17173484;2160939;8132449,90,90,80,2.00E-29
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pscH,"Type III secretion effector protein (YopR, encoded by YscH)",,"Secretion system,Type III secretion system",,100,100,99,2.00E-74
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas stutzeri ATCC 14405 = CCUG 16156,,Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1),the proton-translocating cytochrome oxidase (cox) superfamily.,3.D.4.3.3,20576851;22328767,97,97,82,1.00E-241
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Escherichia coli (strain K12),icd,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),Isocitric Acid;Isocitrate Calcium Complex;2-Oxalosuccinic Acid;2'-Monophosphoadenosine 5'-Diphosphoribose;3-Isopropylmalic Acid,Drug target,,94,94,80,1.00E-193
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pscR,"Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,100,1.00E-118
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliG,Flagellar motor switch protein FliG,,"Adherence,Motility",,100,100,100,1.00E-185
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,algI,Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),,"Antiphagocytosis,Serum resistance",,100,100,99,1e-311
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,mucA,Sigma factor RpoE negative regulatory protein RseA,,"Antiphagocytosis,Serum resistance",,100,100,100,1.00E-105
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdS,"Sigma factor PvdS, controling pyoverdin biosynthesis",,"Iron uptake,Siderophore,Pigment",,100,100,100,1.00E-102
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Outer membrane low permeability porin, OprD family => OccD3/OpdP Gly-Glu dipeptide",the outer membrane porin (opr) family.,1.B.25.1.9,10984043,99,100,96,1.00E-283
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MdtABC-TolC,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",efflux pump conferring antibiotic resistance,12107134,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fleS,Flagellar sensor histidine kinase FleS,,,,100,100,99,1.00E-226
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvcC,4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9),,,,100,100,99,1.00E-295
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,mexM,"RND efflux system, membrane fusion protein",,efflux pump conferring antibiotic resistance,,100,100,98,1.00E-207
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),sdsA1,"Alkyl sulfatase and related hydrolases, MBL-fold metallo-hydrolase superfamily",1-DECANE-SULFONIC-ACID;1-DODECANOL,Drug target,,100,100,99,0
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,parC,DNA topoisomerase IV subunit A (EC 5.99.1.3),,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,flhF,Flagellar biosynthesis protein FlhF,,"Adherence,Motility",,100,100,99,1.00E-239
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MdtABC-TolC,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB-like","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB-like",efflux pump conferring antibiotic resistance,,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Arginine/ornithine ABC transporter, substrate-binding protein AotJ",the atp-binding cassette (abc) superfamily.,3.A.1.3.11,10984043;9286980;9791103,100,100,100,1.00E-145
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Na+/H+ antiporter, NhaP family",the monovalent cation:proton antiporter-1 (cpa1) family.,2.A.36.6.8,,100,100,99,1.00E-237
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,mucD,HtrA protease/chaperone protein,,,,100,100,100,1.00E-269
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain UCBPP-PA14),,FIG00954213: hypothetical protein,the bacillus thuringiensis vegetative insecticidal protein-2 (vip2) family.,1.C.106.2.2,,100,100,99,0
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),cat,Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatB family,Chloramphenicol;Chlorhexidine;Desulfo-Coenzyme A,"Drug enzyme,Drug target",,100,100,99,1.00E-126
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Outer membrane low permeability porin, OprD family => OccD6/OprQ involved in adhesion",the outer membrane porin (opr) family.,1.B.25.1.3,10338201,100,100,95,1.00E-240
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Inner membrane protein YdgC,the 4 tms glpm (glpm) family.,9.B.72.1.1,10984043;7642508,100,100,100,1.00E-54
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.34,10984043;16301811,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,exoT,hypothetical protein,,"Toxin,Type III translocated protein,Intracellular toxin,ADP-ribosyltransferase and GTPase activating",,100,100,99,1.00E-254
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,mexC,"Multidrug efflux system, membrane fusion component => MexC of MexCD-OprJ system",,efflux pump conferring antibiotic resistance,,51,99,99,1.00E-108
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1 ,algW,Outer membrane stress sensor protease DegS,,,14641575,100,100,100,1.00E-221
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliM,Flagellar motor switch protein FliM,,"Adherence,Motility",,100,100,100,1.00E-183
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Type I secretion system, membrane fusion protein LapC",the atp-binding cassette (abc) superfamily.,3.A.1.109.4,10984043,100,100,99,1.00E-221
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain UCBPP-PA14),,hypothetical protein,the chlorhexadine exporter (chx) family.,2.A.117.1.2,,100,100,98,4.00E-93
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,algJ,"Alginate O-acetyltransferase AlgJ, inner membrane",,"Antiphagocytosis,Serum resistance",,100,100,100,1.00E-230
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,PA3001,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13),,,14641575,100,94,100,1.00E-267
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilH,twitching motility protein PilH,,"Adherence,Twitching motility",,100,100,100,7.00E-63
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas putida,pcaG,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)","2-(3,4-Dihydroxyphenyl)Acetic Acid",Drug target,,98,98,82,2.00E-95
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdD,Pyoverdine sidechain non-ribosomal peptide synthetase PvdD @ Siderophore biosynthesis non-ribosomal peptide synthetase modules,,"Iron uptake,Siderophore,Pigment",,15,100,99,1.00E-216
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,TolC/OpmH,Outer membrane channel TolC (OpmH),Outer membrane channel TolC (OpmH),efflux pump conferring antibiotic resistance,6219270,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,xcpR,General secretion pathway protein E,,"Secretion system,Type II secretion system",,100,100,99,1.00E-287
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, outer membrane factor lipoprotein => OpmD of MexHI-OpmD system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.32,10984043,100,100,99,1.00E-277
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)",the atp-binding cassette (abc) superfamily.,3.A.1.4.8,,100,100,100,1.00E-127
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Outer membrane factor (OMF) lipoprotein associated wth MdtABC efflux system,the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.39,10984043,100,100,100,1.00E-285
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,PA4564,Conserved uncharacterized protein CreA,,,14641575,100,100,100,4.00E-83
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,flgH,Flagellar L-ring protein FlgH,,"Adherence,Motility",,100,100,100,1.00E-131
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilS,Two-component sensor PilS,,"Adherence,Twitching motility",,100,100,99,1.00E-303
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,flgJ,Flagellar protein FlgJ [peptidoglycan hydrolase],,"Adherence,Motility",,100,100,99,1.00E-228
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexCD-OprJ,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system",efflux pump conferring antibiotic resistance,8878035,,,,
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,"inhA, fabI",Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),antibiotic target in susceptible species,18193820;10869170;8284673,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain LESB58),,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine",the outer membrane porin (opr) family.,1.B.25.1.32,,20,91,100,4.00E-48
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvcB,"PvcB protein, related to amino acid oxidizing enzymes",,,,100,100,99,1.00E-175
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,folP,Dihydropteroate synthase (EC 2.5.1.15),Dihydropteroate synthase (EC 2.5.1.15),antibiotic target in susceptible species,15673783,,,,
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),def,Peptide deformylase (EC 3.5.1.88),"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide;N-(2-Acetamido)Iminodiacetic Acid;2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide",Drug target,,100,100,100,2.00E-93
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,PA0158,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system",,,12023080,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD4/OpdT,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine","Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine",protein modulating permeability to antibiotic,21751344,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,xcpV,General secretion pathway protein I,,"Secretion system,Type II secretion system",,100,100,100,2.00E-66
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,waaA,3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13),,"Adherence,Endotoxin",,100,100,100,1.00E-248
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain LESB58),,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine",the outer membrane porin (opr) family.,1.B.25.1.32,,37,100,100,4.00E-94
BLAT,Virulence Factor,PATRIC_VF,Pseudomonas aeruginosa ,Shigella flexneri 2a str. 2457T,hfq,RNA-binding protein Hfq,,Regulation of gene expression,19476612,66,82,92,2.00E-28
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,xcpX,General secretion pathway protein K,,"Secretion system,Type II secretion system",,100,100,96,1.00E-183
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas fluorescens,lpd,Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4),Flavin adenine dinucleotide,Drug target,,100,100,99,1.00E-271
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Outer membrane low permeability porin, OprD family => OccK8/OprE anaerobically-induced",the outer membrane porin (opr) family.,1.B.25.1.2,10984043;8394980,95,95,96,1.00E-252
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdG,Thioesterase PvdG involved in non-ribosomal peptide biosynthesis,,,,100,100,99,1.00E-144
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,phzH,Phenazine modifying protein PhzH / Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),,,,100,100,99,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,Uncharacterized membrane-anchored protein,the duf502 or cog2928 (duf502) family.,9.B.150.1.1,,100,100,100,1.00E-128
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Outer membrane protein W precursor,"the bacterial porin, ompw (ompw) family.",1.B.39.1.3,10984043,100,100,100,1.00E-135
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,lip1,T6SS secretion lipoprotein TssJ (VasD),,"Secretion system,Type VI secretion system",,100,100,100,2.00E-83
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccK8/OprE,"Outer membrane low permeability porin, OprD family => OccK8/OprE anaerobically-induced","Outer membrane low permeability porin, OprD family => OccK8/OprE anaerobically-induced",protein modulating permeability to antibiotic,8394980,,,,
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD4/OpdT,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine","Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine",protein modulating permeability to antibiotic,21751344,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,D-serine/D-alanine/glycine transporter,the amino acid-polyamine-organocation (apc) family.,2.A.3.3.19,,100,100,100,1.00E-270
