Genome,Feature Type,Start,End,Length,Strand,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa ,CDS,701048,702118,1071,-,356,,"Multidrug efflux system, membrane fusion component => TriB of TriABC-OpmH system",
Pseudomonas aeruginosa ,CDS,702115,703218,1104,-,367,,"Multidrug efflux system, membrane fusion component => TriA of TriABC-OpmH system",
Pseudomonas aeruginosa ,CDS,703419,704258,840,-,279,,Pca regulon regulatory protein PcaR,
Pseudomonas aeruginosa ,CDS,704465,705070,606,-,201,,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)","GO:0018578|protocatechuate 3,4-dioxygenase activity"
Pseudomonas aeruginosa ,CDS,705081,705800,720,-,239,,"Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)","GO:0018578|protocatechuate 3,4-dioxygenase activity"
Pseudomonas aeruginosa ,CDS,705935,706852,918,-,305,,Pca operon transcriptional activator PcaQ,
Pseudomonas aeruginosa ,CDS,70655,70981,327,+,108,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,707138,709525,2388,-,795,,Ferrichrome-iron receptor @ Iron siderophore receptor protein,
Pseudomonas aeruginosa ,CDS,709673,710668,996,-,331,,Iron siderophore sensor protein,
Pseudomonas aeruginosa ,CDS,7099,11352,4254,-,1417,,Probable sensor/response regulator hybrid (EC 2.7.3.-),GO:0000155|phosphorelay sensor kinase activity;GO:0000155|histone arginine kinase activity
Pseudomonas aeruginosa ,CDS,70997,72487,1491,-,496,,"Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)",GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity;GO:0004069|L-phenylalanine:2-oxoglutarate aminotransferase activity
Pseudomonas aeruginosa ,CDS,710665,711252,588,-,195,,"FIG006045: Sigma factor, ECF subfamily",
Pseudomonas aeruginosa ,CDS,711407,712357,951,-,316,,Adenosine deaminase (EC 3.5.4.4),GO:0004000|adenosine deaminase activity
Pseudomonas aeruginosa ,CDS,712462,713424,963,-,320,,"2-Oxobutyrate oxidase, putative",
Pseudomonas aeruginosa ,CDS,713497,714594,1098,-,365,,"Nucleoside ABC transporter, substrate-binding protein",
Pseudomonas aeruginosa ,CDS,714833,715348,516,+,171,,Nucleoside 2-deoxyribosyltransferase,
Pseudomonas aeruginosa ,CDS,715470,716096,627,+,208,,Nucleoside 2-deoxyribosyltransferase,
Pseudomonas aeruginosa ,CDS,716124,717176,1053,-,350,,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1),GO:0008477|purine nucleosidase activity
Pseudomonas aeruginosa ,CDS,717284,718633,1350,-,449,,Guanine deaminase (EC 3.5.4.3),GO:0008892|guanine deaminase activity
Pseudomonas aeruginosa ,CDS,718914,719987,1074,+,357,,Polyphosphate kinase 2 (EC 2.7.4.1),GO:0008976|polyphosphate kinase activity
Pseudomonas aeruginosa ,CDS,720067,721632,1566,-,521,,Alkyl hydroperoxide reductase protein F,
Pseudomonas aeruginosa ,CDS,721777,722340,564,-,187,,Alkyl hydroperoxide reductase protein C (EC 1.11.1.15),GO:0051920|peroxiredoxin activity
Pseudomonas aeruginosa ,CDS,722505,722777,273,-,90,,"ABC transporter, permease protein 2 (cluster 11, riboflavin/purine nucleoside/unknown)",
Pseudomonas aeruginosa ,CDS,722774,723421,648,-,215,,"ABC transporter, permease protein 2 (cluster 11, riboflavin/purine nucleoside/unknown)",
Pseudomonas aeruginosa ,CDS,723443,724540,1098,-,365,,"ABC transporter, permease protein 1 (cluster 11, riboflavin/purine nucleoside/unknown)",
Pseudomonas aeruginosa ,CDS,724540,726111,1572,-,523,,"ABC transporter, ATP-binding protein (cluster 11, riboflavin/purine nucleoside/unknown) / ABC transporter, ATP-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)",
Pseudomonas aeruginosa ,CDS,726171,727055,885,-,294,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,72619,73077,459,+,152,,Acetyltransferase,
Pseudomonas aeruginosa ,CDS,727294,728592,1299,+,432,,Guanine deaminase (EC 3.5.4.3),GO:0008892|guanine deaminase activity
Pseudomonas aeruginosa ,CDS,728705,729622,918,-,305,,LysR family transcriptional regulator PA0133,
Pseudomonas aeruginosa ,CDS,729757,731103,1347,+,448,,Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18),GO:0016223|beta-alanine-pyruvate transaminase activity
Pseudomonas aeruginosa ,CDS,731103,731390,288,+,95,,Uncharacterized protein PA0131,
Pseudomonas aeruginosa ,CDS,73144,73962,819,-,272,,"Methylglyoxal reductase, dihydroxyacetone producing @ 2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming) (EC 1.1.1.346)",
Pseudomonas aeruginosa ,CDS,731474,732967,1494,+,497,,Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18),GO:0018478|malonate-semialdehyde dehydrogenase (acetylating) activity
Pseudomonas aeruginosa ,CDS,733136,734563,1428,+,475,,gamma-aminobutyrate (GABA) permease,
Pseudomonas aeruginosa ,CDS,734658,734999,342,-,113,,Protein PhnA,
Pseudomonas aeruginosa ,CDS,735072,735572,501,-,166,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,735673,736293,621,+,206,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,736469,736696,228,+,75,,"Prevent host death protein, Phd antitoxin",
Pseudomonas aeruginosa ,CDS,736693,736974,282,+,93,,"Death on curing protein, Doc toxin",
Pseudomonas aeruginosa ,CDS,737274,738182,909,+,302,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,738214,738624,411,-,136,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,738804,739538,735,-,244,,"Transcriptional regulator, GntR family",
Pseudomonas aeruginosa ,CDS,739639,740325,687,-,228,,"Transcriptional regulator, GntR family",
Pseudomonas aeruginosa ,CDS,740374,741708,1335,-,444,,C4-dicarboxylate transport protein,
Pseudomonas aeruginosa ,CDS,741,1571,831,-,276,,FIG023677: hypothetical protein,
Pseudomonas aeruginosa ,CDS,741953,742540,588,-,195,,2-hydroxychromene-2-carboxylate isomerase family protein,
Pseudomonas aeruginosa ,CDS,742565,743293,729,-,242,,"Short-chain dehydrogenase, associated with 2-hydroxychromene-2-carboxylate isomerase family protein",
Pseudomonas aeruginosa ,CDS,74305,76713,2409,+,802,,"Outer membrane ferripyoverdine receptor FpvB, for Type I pyoverdine",
Pseudomonas aeruginosa ,CDS,743550,744023,474,-,157,,"Transcriptional regulator, HxlR family",
Pseudomonas aeruginosa ,CDS,744155,744607,453,+,150,,N-acetyltransferase ElaA,
Pseudomonas aeruginosa ,CDS,744647,745282,636,-,211,,"Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",
Pseudomonas aeruginosa ,CDS,745308,746222,915,-,304,,"Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB",
Pseudomonas aeruginosa ,CDS,746248,747321,1074,-,357,,"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",
Pseudomonas aeruginosa ,CDS,747386,747961,576,-,191,,Hypothetical protein in cytochrome oxidase biogenesis cluster,
Pseudomonas aeruginosa ,CDS,747936,748730,795,-,264,,"Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion",
Pseudomonas aeruginosa ,CDS,748746,748955,210,+,69,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,748971,749858,888,-,295,,Cytochrome c oxidase polypeptide III (EC 1.9.3.1),GO:0004129|cytochrome-c oxidase activity
Pseudomonas aeruginosa ,CDS,749869,750423,555,-,184,,"Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1",
Pseudomonas aeruginosa ,CDS,750434,752026,1593,-,530,,Cytochrome c oxidase polypeptide I (EC 1.9.3.1),GO:0004129|cytochrome-c oxidase activity
Pseudomonas aeruginosa ,CDS,752036,753136,1101,-,366,,Cytochrome c oxidase polypeptide II (EC 1.9.3.1),GO:0004129|cytochrome-c oxidase activity
Pseudomonas aeruginosa ,CDS,753149,753310,162,+,53,,FIG00956559: hypothetical protein,
Pseudomonas aeruginosa ,CDS,753532,754170,639,+,212,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,754157,755728,1572,-,523,,Na(+)-dependent bicarbonate transporter BicA,
Pseudomonas aeruginosa ,CDS,755939,756667,729,-,242,,"Carbonic anhydrase, beta class (EC 4.2.1.1)",GO:0004089|carbonate dehydratase activity
Pseudomonas aeruginosa ,CDS,757043,758275,1233,-,410,,FOG: HEAT repeat,
Pseudomonas aeruginosa ,CDS,758282,759196,915,-,304,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,759207,759887,681,-,226,,FIG00957260: hypothetical protein,
Pseudomonas aeruginosa ,CDS,759887,760927,1041,-,346,,3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41),GO:0004315|3-oxoacyl-[acyl-carrier-protein] synthase activity
Pseudomonas aeruginosa ,CDS,760924,762036,1113,-,370,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,762053,762502,450,-,149,,Mll2356 protein,
Pseudomonas aeruginosa ,CDS,762530,764755,2226,-,741,,VgrG protein,
Pseudomonas aeruginosa ,CDS,765009,765443,435,+,144,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,765459,766751,1293,+,430,,T6SS PAAR-repeat protein,
Pseudomonas aeruginosa ,CDS,766748,767032,285,+,94,,Phosphoglycerate dehydrogenase and related dehydrogenases,
Pseudomonas aeruginosa ,CDS,767147,769087,1941,-,646,,VgrG protein,
Pseudomonas aeruginosa ,CDS,76778,77206,429,-,142,,"Rrf2 family transcriptional regulator, group III",
Pseudomonas aeruginosa ,CDS,769125,771833,2709,-,902,,T6SS AAA+ chaperone ClpV (TssH),
Pseudomonas aeruginosa ,CDS,771826,772872,1047,-,348,,T6SS component TssG (ImpH/VasB),
Pseudomonas aeruginosa ,CDS,772836,774695,1860,-,619,,T6SS component TssF (ImpG/VasA),
Pseudomonas aeruginosa ,CDS,77332,78219,888,+,295,,Thioredoxin reductase (EC 1.8.1.9),GO:0004791|thioredoxin-disulfide reductase activity
Pseudomonas aeruginosa ,CDS,774692,775201,510,-,169,,T6SS lysozyme-like component TssE,
Pseudomonas aeruginosa ,CDS,775203,775988,786,-,261,,T6SS associated component TagJ (ImpE),
Pseudomonas aeruginosa ,CDS,776216,776704,489,-,162,,T6SS component Hcp,
Pseudomonas aeruginosa ,CDS,776780,778276,1497,-,498,,T6SS component TssC (ImpC/VipB),
Pseudomonas aeruginosa ,CDS,778289,778807,519,-,172,,T6SS component TssB (ImpB/VipA),
Pseudomonas aeruginosa ,CDS,778896,779930,1035,-,344,,T6SS component TssA (ImpA),
Pseudomonas aeruginosa ,CDS,780166,780288,123,-,40,,FIG00954733: hypothetical protein,
Pseudomonas aeruginosa ,CDS,780298,781749,1452,+,483,,T6SS forkhead associated domain protein ImpI/VasC,
Pseudomonas aeruginosa ,CDS,781794,782258,465,+,154,,T6SS secretion lipoprotein TssJ (VasD),
Pseudomonas aeruginosa ,CDS,782274,783608,1335,+,444,,T6SS component TssK (ImpJ/VasE),
Pseudomonas aeruginosa ,CDS,78355,78918,564,+,187,,Intracellular protease,
Pseudomonas aeruginosa ,CDS,783615,784964,1350,+,449,,T6SS outer membrane component TssL (ImpK/VasF) / OmpA/MotB domain,
Pseudomonas aeruginosa ,CDS,784961,788494,3534,+,1177,,T6SS component TssM (IcmF/VasK),
Pseudomonas aeruginosa ,CDS,788491,789171,681,+,226,,T6SS associated component TagF (ImpM),
Pseudomonas aeruginosa ,CDS,789181,789909,729,+,242,,T6SS protein serine/threonine phosphatase PppA,
Pseudomonas aeruginosa ,CDS,78941,79741,801,+,266,,Exodeoxyribonuclease III (EC 3.1.11.2),GO:0008853|exodeoxyribonuclease III activity
Pseudomonas aeruginosa ,CDS,789917,793015,3099,+,1032,,T6SS Serine/threonine protein kinase (EC 2.7.11.1) PpkA,
Pseudomonas aeruginosa ,CDS,793012,793731,720,+,239,,"ABC transporter, ATP-binding protein",
Pseudomonas aeruginosa ,CDS,793731,794930,1200,+,399,,"ABC-type antimicrobial peptide transport system, permease component",
Pseudomonas aeruginosa ,CDS,794923,796635,1713,+,570,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,796697,797611,915,+,304,,Autotransporter adhesin,
Pseudomonas aeruginosa ,CDS,79773,80171,399,-,132,,"RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein",
Pseudomonas aeruginosa ,CDS,797841,798899,1059,-,352,,Radical SAM domain protein,
Pseudomonas aeruginosa ,CDS,798988,799263,276,-,91,,Uncharacterized protein PA0068,
Pseudomonas aeruginosa ,CDS,799260,801305,2046,-,681,,Oligopeptidase A (EC 3.4.24.70),
Pseudomonas aeruginosa ,CDS,801383,801925,543,+,180,,Protein YrdA,
Pseudomonas aeruginosa ,CDS,801918,802583,666,+,221,,Phosphoglycolate phosphatase (EC 3.1.3.18),GO:0008967|phosphoglycolate phosphatase activity
Pseudomonas aeruginosa ,CDS,802616,803599,984,+,327,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,80312,81235,924,+,307,,"Transcriptional regulator PA4174, LysR family",
Pseudomonas aeruginosa ,CDS,803607,804734,1128,-,375,,PUTATIVE ZINC PROTEASE PROTEIN,
Pseudomonas aeruginosa ,CDS,804826,805242,417,+,138,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,805299,805736,438,+,145,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,805748,805981,234,-,77,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,806092,806517,426,-,141,,Peroxiredoxin OsmC (EC 1.11.1.15),GO:0051920|peroxiredoxin activity
Pseudomonas aeruginosa ,CDS,806631,807335,705,-,234,,Thioredoxin-like protein clustered with PA0057,
Pseudomonas aeruginosa ,CDS,807398,808285,888,-,295,,Metallo-beta-lactamase superfamily protein PA0057,
Pseudomonas aeruginosa ,CDS,808393,809313,921,+,306,,"Transcriptional regulator clustered with PA0057, LysR family",
Pseudomonas aeruginosa ,CDS,809379,809885,507,+,168,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,809924,810472,549,+,182,,RNA:NAD 2'-phosphotransferase,
Pseudomonas aeruginosa ,CDS,810681,811109,429,+,142,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,811162,812994,1833,-,610,,Phenazine modifying protein PhzH / Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),GO:0004066|asparagine synthase (glutamine-hydrolyzing) activity
Pseudomonas aeruginosa ,CDS,813619,813756,138,-,45,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,813818,813958,141,-,46,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,814569,816230,1662,+,553,,putative secreted protein,
Pseudomonas aeruginosa ,CDS,81498,81776,279,-,92,,FIG00953309: hypothetical protein,
Pseudomonas aeruginosa ,CDS,816512,816895,384,+,127,,Transcriptional regulator,
Pseudomonas aeruginosa ,CDS,816910,817575,666,-,221,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,817572,817925,354,-,117,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,81771,83159,1389,+,462,,Lysyl endopeptidase (EC 3.4.21.50),
Pseudomonas aeruginosa ,CDS,817956,818642,687,-,228,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,819138,820511,1374,-,457,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,820831,822084,1254,+,417,,MgtC family,
Pseudomonas aeruginosa ,CDS,822081,822341,261,+,86,,FIG00954700: hypothetical protein,
Pseudomonas aeruginosa ,CDS,822355,822750,396,-,131,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,822948,823103,156,+,51,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,823488,823796,309,+,102,,Transposase InsN for insertion sequence element IS911,
Pseudomonas aeruginosa ,CDS,823823,824650,828,+,275,,Transposase InsO for insertion sequence element IS911,
Pseudomonas aeruginosa ,CDS,825650,834925,9276,-,3091,,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family,
Pseudomonas aeruginosa ,CDS,83378,83659,282,-,93,,Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8),GO:0003755|peptidyl-prolyl cis-trans isomerase activity
Pseudomonas aeruginosa ,CDS,835038,836726,1689,-,562,,Channel-forming transporter/cytolysins activator of TpsB family,
Pseudomonas aeruginosa ,CDS,837023,837244,222,-,73,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,837434,837649,216,-,71,,"Dodecin, a flavin storage/sequestration protein",
Pseudomonas aeruginosa ,CDS,837750,838637,888,-,295,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,83802,84203,402,+,133,,Gfa-like protein,
Pseudomonas aeruginosa ,CDS,838741,839949,1209,+,402,,Tryptophan synthase beta chain (EC 4.2.1.20),GO:0004834|tryptophan synthase activity
Pseudomonas aeruginosa ,CDS,839946,840752,807,+,268,,Tryptophan synthase alpha chain (EC 4.2.1.20),GO:0004834|tryptophan synthase activity
Pseudomonas aeruginosa ,CDS,840938,841561,624,+,207,,Two-component system response regulator protein,
Pseudomonas aeruginosa ,CDS,841569,841934,366,+,121,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,841913,842290,378,-,125,,"DOPA 4,5-dioxygenase (EC 1.14.99.-)","GO:0009974|zeinoxanthin epsilon hydroxylase activity;GO:0009974|DDT 2,3-dioxygenase activity;GO:0009974|naphthalene disulfonate 1,2-dioxygenase activity;GO:0009974|benzo(a)pyrene 11,12-epoxidase activity;GO:0009974|omega-3 fatty acid desaturase activity;GO:0009974|gamma-glutamyl hercynylcysteine sulfoxide synthase;GO:0009974|echinenone 3-hydroxylase activity;GO:0009974|4-ketotorulene 3-hydroxylase activity;GO:0009974|beta-cryptoxanthin hydroxylase activity;GO:0009974|beta-carotene 3-hydroxylase activity;GO:0009974|adonirubin 3-hydroxylase activity;GO:0009974|canthaxanthin 3-hydroxylase activity;GO:0009974|alpha-carotene epsilon hydroxylase activity;GO:0009974|carotene epsilon hydroxylase activity"
Pseudomonas aeruginosa ,CDS,842301,843200,900,-,299,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,84303,85046,744,+,247,,SAM-dependent methyltransferase,
Pseudomonas aeruginosa ,CDS,843328,844839,1512,+,503,,Choline-sulfatase (EC 3.1.6.6),GO:0047753|choline-sulfatase activity
Pseudomonas aeruginosa ,CDS,844856,845779,924,+,307,,Choline binding ABC transport system substrate-binding protein ChoX,
Pseudomonas aeruginosa ,CDS,845784,847337,1554,+,517,,Sulfate permease,
Pseudomonas aeruginosa ,CDS,847341,847943,603,-,200,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,847940,849226,1287,-,428,,Parvulin-like peptidyl-prolyl isomerase,
Pseudomonas aeruginosa ,CDS,849207,850193,987,-,328,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,850304,851128,825,-,274,,Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),GO:0004764|shikimate 3-dehydrogenase (NADP+) activity
Pseudomonas aeruginosa ,CDS,851186,852103,918,-,305,,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)",GO:0004109|coproporphyrinogen oxidase activity
Pseudomonas aeruginosa ,CDS,852294,853271,978,+,325,,Quinone oxidoreductase (EC 1.6.5.5),GO:0003960|NADPH:quinone reductase activity
Pseudomonas aeruginosa ,CDS,85284,86579,1296,+,431,,"Outer membrane low permeability porin, OprD family => OccK10/OpdN",
Pseudomonas aeruginosa ,CDS,853281,853838,558,-,185,,Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),
Pseudomonas aeruginosa ,CDS,853879,854967,1089,-,362,,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,
Pseudomonas aeruginosa ,CDS,855102,856127,1026,-,341,,"Uncharacterized protein with LysM domain, COG1652",
Pseudomonas aeruginosa ,CDS,856266,856772,507,+,168,,Peptide deformylase (EC 3.5.1.88),GO:0042586|peptide deformylase activity
Pseudomonas aeruginosa ,CDS,856827,857771,945,+,314,,Methionyl-tRNA formyltransferase (EC 2.1.2.9),GO:0004479|methionyl-tRNA formyltransferase activity
Pseudomonas aeruginosa ,CDS,857768,859072,1305,+,434,,16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176),
Pseudomonas aeruginosa ,CDS,859100,860473,1374,+,457,,Trk potassium uptake system protein TrkA,
Pseudomonas aeruginosa ,CDS,860622,860939,318,+,105,,FIG140336: TPR domain protein,
Pseudomonas aeruginosa ,CDS,861232,861504,273,+,90,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,861566,862219,654,-,217,,Putative preQ0 transporter YhhQ,
Pseudomonas aeruginosa ,CDS,862366,862632,267,-,88,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,862717,863604,888,-,295,,Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241),
Pseudomonas aeruginosa ,CDS,863748,864299,552,-,183,,DNA-3-methyladenine glycosylase (EC 3.2.2.20),GO:0008725|DNA-3-methyladenine glycosylase activity
